Asset tag,Break/Fix Coverage Expiry,Break/Fix Service level,Break/Fix Service Provider,Building,Candidate for Currency,Candidate to Move to NY3,Class,Comments,Effective Date,Environment,Host name,iLO/RSA/HMC ip address,iLO/RSA/HMC Service Info,Install Date,IP Address,Is Virtual,Level 1 Support Group,Level 2 Support Group,Level 3 Support Group,Maintenance Window,Model ID,Operating System,OS Family,OS Status,OS Version,Project Change Notes,Serial number,SNow most recent discovery,State,Status(hardware status),Substate,TD Asset Application Code,Cabinet,Cage,CPU core count,CPU count,Disk space (GB),Logical CPUs,RU Start Position,Total Memory (MB)
B04976,,NA,Maintech,NY4,YES,YES,Linux Server,"2022.02.22 VERVIL6/reverted to InUse with DAC OPTI as per TASK4743075; 
USR App Server
<VALIDATED::TDSGI::12/23/2019>
2020/07/11 - Server relocated to NY4 - previously nysusril04
..[last_DAC:OPTI] 2021.06.28 VERVIL6/DAC removed manually TASK3188959

--------------------------------------------------------------------------------------------------------------------------------------------------------
2022 Feb 22 - H. Cheong, comments from Line V.
Hi Harvey,

We had a duplicate record in CMDB for that server (same hostname, same serial number)
One record was tagged to delete (ny4optilda06-DELETE) 2020-09-17 12:35:32 Updated by Charles Manafa.
The other record was tagged _Retired since the previous record (same hostname, same s/n) was tagged for deletion.
That record with IP address 10.225.16.24 has not been discovered since FY20; ip is not active and not found in Qualys

Looking at Qualys now, I see 
ny4optilda06.corp.tdsecurities.com
With IP 10.225.16.75 created on July 2, 2021
But that server cannot be discovered by SNow
I was able to confirm s/n is the same as the one we have in CMDB.

So this server needs to be updated with current information/status.
We can't have the same hardware in 2 different states (pending disposal and active).

Can someone from your team update the status, ip, confirm the server is still use under MAL Code OPTI?
Is it possible to look at the credentials to understand why the server is not discoverable?

Thanks,

Line Verville | Service Asset & Configuration Management (SACM)

--------------------------------------------------------------------------------------------------------------------------------------------------------
2022 Feb 22 - H. Cheong, comments from Govind.
From: Krishnaswamy, Govind <Govind.Krishnaswamy@tdsecurities.com> 
Sent: Tuesday, February 22, 2022 3:28 PM
To: Cheong, Harvey <Harvey.Cheong@td.com>; Dixit, Purendru <Purendru.Dixit@tdsecurities.com>
Cc: TDSGI-UNIX <TDSGI-UNIX@td.com>; Verville, Line <Line.Verville@td.com>; TDS FIFOT Infrastructure and DevOps <TDSFIFOTInfrastructureandDevOps@tdsecurities.com>
Subject: RE: Host status Query - ny4optilda06_RETIRED

Confirmed Harvey- we do use it in DEV and it's active. Please update CMDB to mark it as ""in use"". Thx 


Internal
From: Cheong, Harvey <Harvey.Cheong@td.com> 
Sent: Tuesday, February 22, 2022 2:40 PM
To: Krishnaswamy, Govind <Govind.Krishnaswamy@tdsecurities.com>; Dixit, Purendru <Purendru.Dixit@tdsecurities.com>
Cc: TDSGI-UNIX <TDSGI-UNIX@td.com>; Verville, Line <Line.Verville@td.com>
Subject: FW: Host status Query - ny4optilda06_RETIRED

Govind and Purendru, can you please confirm if this host is still used for your DEV host, as it is currently tagged as RETIRED in CMDB.

ny4optilda06.corp.tdsecurities.com
With IP 10.225.16.75

thanks

Harvey Cheong -  Senior IT Support Specialist
--------------------------------------------------------------------------------------------------------------------------------------------------------",12/22/2015 19:00,DEV PRD,ny4optilda06,10.225.33.49,ny4optilda06r.tdbfg.com,12/10/2014 0:00,10.225.16.75,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,Linux,New,7.9,"added as per Mathyvarththan Sivananthan, 2015-12-18.
Relocated to NY4 as part of NY4 Relocation project",MXQ4460007,8/2/2025 17:15,In use,Installed,,OPTI,106,8895,18,2,978,72,36,257649
B06746,,NA,Maintech,NY4,YES,YES,Linux Server,"20200516 - relocated server from 31w to NY4, and renamed the server in the process
<VALIDATED::TDSGI::12/23/2019>",8/15/2016 15:29,DEV PRD,ny4optilda07,10.225.33.38,ny4optilda07r.tdbfg.com,8/15/2016 15:29,10.225.23.76,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,GLOBAL eFI,MXQ618038F,8/2/2025 17:20,In use,Installed,,OPTI,105,8895,10,2,5448.36,20,33,257662
b10943,,NA,Maintech,NY4,YES,YES,Linux Server,,8/17/2020 16:41,DEV PRD,ny4optilda08,10.225.33.50,ny4optilda08r.corp.tdsecurities.com,8/16/2020 16:41,10.225.17.77,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NYION/OPTI project,MXQ016002T,8/2/2025 17:20,In use,Installed,,OPTI,106,8895,24,2,35458.57,48,35,773507
B08521,,NA,Maintech,NY4,YES,YES,Linux Server,"NY4 Project
ProLiant DL360 Gen10",5/11/2020 15:22,DEV PRD,ny4optilda09,10.225.33.39,ny4optilda09r.corp.tdsecurities.com,5/6/2020 15:19,10.225.16.79,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NY4 Project,MXQ013038Q,8/2/2025 17:20,In use,Installed,,OPTI,105,8895,18,2,41651.57,36,32,773508
B10944,,NA,Maintech,NY4,YES,YES,Linux Server,"Hardware: DL360 G10


Rename NY4OPTILDA10 to NY4OPTILDA20 and NY4OPTILDA11 to NY4OPTILDA21 by Tiffany Hu's request TASK2780019 on Nov 25, 2020",8/17/2020 7:00,DEV PRD,ny4optilda20,10.225.33.97,ny4optilda20r.corp.tdsecurities.com,8/8/2020 7:00,10.225.16.81,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10,Linux Red Hat,Linux,New,7.9,NYION/OPTI NY4 Project,MXQ02503D8,8/2/2025 17:19,In use,Installed,,OPTI,106,8895,28,2,37296.57,56,14,773506
B10554,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda101 to ny4tdsatlda01 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 12:37,DEV PRD,ny4tdsatlda01,10.225.33.130,ny4tdsatlda01r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.170,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KSK,8/2/2025 17:20,In use,Installed,,HDLDS,105,8895,40,2,36494.94,160,24,772905
B10555,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/Created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda102 to ny4tdsatlda02 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 14:33,DEV PRD,ny4tdsatlda02,10.225.33.131,ny4tdsatlda02r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.171,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KSL,8/2/2025 17:19,In use,Installed,,HDLDS,105,8895,40,2,36494.94,160,23,772905
B10556,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda103 to ny4tdsatlda03 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 14:43,DEV PRD,ny4tdsatlda03,10.225.33.132,ny4tdsatlda03r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.172,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KTM,8/2/2025 17:20,In use,Installed,,HDLDS,105,8895,40,2,36494.94,160,18,772905
B10557,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/Created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda104 to ny4tdsatlda04 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 14:50,DEV PRD,ny4tdsatlda04,10.225.33.133,ny4tdsatlda04r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.173,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KT0,8/2/2025 17:19,In use,Installed,,HDLDS,106,8895,40,2,36494.94,160,42,772905
B10559,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/Created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda105 to ny4tdsatlda05 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 14:56,DEV PRD,ny4tdsatlda05,10.225.33.134,ny4tdsatlda05r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.177,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KTH,8/2/2025 17:21,In use,Installed,,HDLDS,106,8895,40,2,36494.94,160,41,772905
B10560,,NA,Maintech,NY4,NO,YES,Linux Server,"2021.11.08 VERVIL6/Created as per TASK4282264
17th Nov 2022, tab9241, Jude Xavier, Changed from ny4tdsatlda106 to ny4tdsatlda06 via TASK6016401

20230617 - mckays7 - CHG1200555 - Decommissioned servers for retrofitting for RAID hardware and re-installation
- Changed state from ""In use"" to ""In stock - Pending install""

20230623 - mckays7 - CHG1201268 - Server was rebuilt after Hardware retrofit.",11/8/2021 15:03,DEV PRD,ny4tdsatlda06,10.225.33.135,ny4tdsatlda06r.corp.tdsecurities.com,11/6/2021 12:00,10.225.16.178,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL360 Gen10 Plus,Linux Red Hat,Linux,Active,8.1,n/a,MXQ1350KSH,8/2/2025 17:22,In use,Installed,,HDLDS,106,8895,40,2,36494.94,160,40,772905
A22883,,NA,Maintech,NY4,YES,YES,Windows Server,"JULY 31, 2017 - BUILD REQUEST RM #1253133.
Device decommissioned as per CHG0425199.  Device moved to SOC Basement Locked Cage for future redeployment.

March 9th 2020 - Build RequestWin OS RITM1993621",8/6/2017 19:25,DEV PRD,siaadrnw01infny,10.225.33.41,SIAADRNW01INFNYR,3/9/2020 11:18,10.225.16.17,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen9,Windows 2016 Standard,Windows,New,10.0.14393,"RM1253139 - H3 - XVA Project - PROD SOC (WINDOWS OS - 6 RACKMOUNT)-IT31435ITS

March 9th 2020 - Build RequestWin OS RITM1993621",MXQ7160JFM,8/2/2025 17:16,In use,Installed,,INFNY,105,8895,10,2,894.2,40,11,393216
B08515,,NA,Maintech,NY4,YES,YES,Windows Server,Win OS: RITM1993819 SQL: RITM1993842,3/9/2020 11:55,DEV PRD,sisddrnw01nyion,10.225.33.57,sisddrnw01nyionr.tdbfg.com,3/9/2020 11:52,10.225.20.12,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,,ProLiant DL380 Gen10,Windows 2016 Standard,Windows,New,10.0.14393,Win OS: RITM1993819 SQL: RITM1993842,2M2003040T,8/2/2025 17:25,In use,Installed,,NYION,106,8895,10,2,7452.05,40,4,294912
B10634,2/23/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Linux Server,"20230228 - mckays7 - CHG1133329 - Built ny4nyionloradb07

20240202 - mckays7 - Updated status to in use.  All RHEL 7 Oracle NYION servers have been decommed.

2025/03/04 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",2/18/2023 12:00,DRP,ny4nyionloradb07,10.225.96.100,ny4nyionloradb07r.corp.tdsecurities.com,2/18/2023 12:00,10.225.87.139,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.8,CHG1126656 - Sat Feb 18 rack & cable,2M2302023N,8/1/2025 23:06,In use,Installed,,NYION,111,8895,16,2,25784.32,32,22,256846
B10635,2/23/2026 0:00,HP Base HW,HP Compaq,NY4,NO,NO,Linux Server,"20230228 - mckays7 - CHG1133329 - Built ny4nyionloradb08

20240202 - mckays7 - Updated status to in use.  All RHEL 7 Oracle NYION servers have been decommed.

2025/03/04 -  mckays7-  RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX",2/18/2023 12:00,DRP,ny4nyionloradb08,10.225.96.101,ny4nyionloradb08r.corp.tdsecurities.com,2/18/2023 12:00,10.225.87.140,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.8,CHG1126656 - Sat Feb 18 rack & cable,2M2302023P,8/2/2025 0:59,In use,Installed,,NYION,111,8895,16,2,24280.32,64,20,256842
B06749,,NA,Maintech,NY4,YES,NO,Windows Server,"dessud:  NY credential issue - Akmal investigating

<VALIDATED::TDSGI::12/23/2019>

new hostname for this device is ny4nyionloradb03 , the old hostname was nysionuatl01

This server was moved to diff caged new ILO IP: 10.225.96.34 by Rakesh Patel on Jan 28,2021.

# 2021/02/09 zhane42 - CHG0636413 - Server Decommission - ny4nyionloradb03_old..[last_DAC:NYION]

03/02/2021 - Repuspose this server for NYION Shredder - ny4nyiondrwa01",7/29/2016 16:55,DRP,ny4nyiondrwa01,10.225.96.34,ny4nyiondrwa01r.tdbfg.com,7/29/2016 16:54,10.225.64.38,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-Windows,TDSGI-Windows,Weekends,ProLiant DL360 Gen9,Windows 2016 Standard,Windows,New,10.0.14393,NYION -Shredder Server,MXQ6180387,8/2/2025 17:19,In use,Installed,,NYION,112,8895,10,2,1956.03,20,24,262144
B06773,,NA,Maintech,NY4,YES,NO,Linux Server,"GLOBAL EFI.  dessud:  NY credential issue - Akmal investigating
2020/07/11: Repurposed and relocated server to NY4, previously njsoptil03
ILO IP: 10.225.32.27
2024.04.06 – LAMW2 - CHG1369004 - nwtrnpyapt01 MXQ618038P relocate from NY4-8895-107,RU18 to NY4-8235-105,RU9 PAT",9/9/2016 15:56,PAT,nwtrnpyapt01,10.225.32.27,nwtrnpyapt01r.tdbfg.com,8/26/2016 10:35,10.225.0.102,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,Previously OPTI server,MXQ618038P,8/2/2025 6:17,In use,Installed,,TRNPY,105,8235,10,2,7840,20,9,257662
B06770,,NA,Maintech,NY4,YES,NO,Linux Server,"2020/07/11: Repurposed and relocated server to NY4, previously njsoptil04
ILO IP: 10.225.32.28
2024.04.06 – LAMW2 - CHG1369004 - nwtrnpyapt02 MXQ618038R relocate from NY4-8895-107,RU17 to NY4-8235-105,RU18 PAT",9/9/2016 15:57,PAT,nwtrnpyapt02,10.225.32.28,nwtrnpyapt02r.tdbfg.com,8/26/2016 10:32,10.225.0.103,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,Previously OPTI. Server was relocated to NY4 - 2020/07/11,MXQ618038R,8/2/2025 6:17,In use,Installed,,TRNPY,105,8235,10,2,10414.36,20,18,257662
B06772,,NA,Maintech,NY4,YES,NO,Linux Server,"GLOBAL EFI.  dessud:  NY credential issue - Akmal investigating
2020/07/11: Repurposed and relocated server to NY4, previously njsoptil05
ILO IP: 10.225.32.29
2024.04.06 – LAMW2 - CHG1369004 - nwtrnpyapt03 MXQ618038Q relocate from NY4-8895-107,RU16 to NY4-8235-107,RU6 PAT",9/9/2016 15:58,PAT,nwtrnpyapt03,10.225.32.29,nwtrnpyapt03r.tdbfg.com,8/26/2016 10:18,10.225.0.104,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL360 Gen9,Linux Red Hat,linux,New,7.9,Previously OPTI. Server was relocated to NY4 - 2020/07/11,MXQ618038Q,8/2/2025 6:17,In use,Installed,,TRNPY,107,8235,10,2,10414.36,20,6,257662
B10630,3/31/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"2024.03.27 - tac8345 - update to ""in use""
## 2025/02/21 – hewlec3 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3",4/29/2023 12:00,PAT,nwgrpaptr01,10.225.32.21,nwgrpaptr01r.corp.tdsecurities.com,4/29/2023 12:00,10.225.40.8,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,"2023.04.29 - CHG1169133 <TDS><PAT><GRP> NY4 - Racking and Cabling - LAMW2
https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35598

20230503 - mckays7 - CHG1175246
- Installed OS on nwgrpaptr01.
- Updated Appboxen",2M231201VH,8/1/2025 22:51,In use,Installed,,GRP,105,8235,16,2,1402.25,32,21,257103
B10631,3/31/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230503 - mckays7 - CHG1175246
- Installed OS on nwgrpaptr02.
- Updated Appboxen

20230920 - mckays7 - Updated state to ""In Use"".
## 2025/02/21 – hewlec3 –RITM13952347 - Update OS Patch Details tab to reflect current support team to TDSGI-UNIX, and verified/confirm server support team Level 2 & 3",4/29/2023 12:00,PAT,nwgrpaptr02,10.225.32.22,nwgrpaptr02r.corp.tdsecurities.com,4/29/2023 12:00,10.225.40.9,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,"2023.04.29 - CHG1169133 <TDS><PAT><GRP> NY4 - Racking and Cabling - LAMW2
https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35598

20230503 - mckays7 - CHG1175246
- Installed OS on nwgrpaptr02.
- Updated Appboxen",2M231201VJ,8/2/2025 0:55,In use,Installed,,GRP,105,8235,16,2,1402.25,32,19,257105
B10620,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt04,10.225.33.129,nwtrnpyapt04r.corp.tdsecurities.com,9/9/2023 21:21,10.225.0.105,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P2,8/2/2025 6:17,In use,Installed,,TRNPY,105,8235,40,2,3481.53,80,14,1031235
B10619,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt05,10.225.33.159,nwtrnpyapt05r.corp.tdsecurities.com,9/9/2023 21:23,10.225.0.106,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P3,8/2/2025 6:17,In use,Installed,,TRNPY,105,8235,40,2,3481.53,80,16,1031235
B10612,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt06,10.225.33.187,nwtrnpyapt06r.corp.tdsecurities.com,9/10/2023 4:04,10.225.0.107,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P4,8/2/2025 6:17,In use,Installed,,TRNPY,106,8235,40,2,3481.53,80,6,1031239
B10614,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt07,10.225.33.188,nwtrnpyapt07r.corp.tdsecurities.com,9/9/2023 21:28,10.225.0.108,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P5,8/2/2025 6:17,In use,Installed,,TRNPY,106,8235,40,2,2438.53,80,4,1031235
B10615,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt08,10.225.33.189,nwtrnpyapt08r.corp.tdsecurities.com,9/16/2023 12:00,10.225.0.109,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P6,8/2/2025 6:17,In use,Installed,,TRNPY,107,8235,40,2,3481.53,80,10,1031235
B10616,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt09,10.225.33.196,nwtrnpyapt09r.corp.tdsecurities.com,9/16/2023 12:00,10.225.0.110,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P7,8/2/2025 6:17,In use,Installed,,TRNPY,107,8235,40,2,3481.53,80,12,1031235
B10617,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt10,10.225.33.197,nwtrnpyapt10r.corp.tdsecurities.com,9/10/2023 0:08,10.225.0.111,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P8,8/2/2025 6:17,In use,Installed,,TRNPY,107,8235,40,2,3481.53,80,14,1031235
B10618,8/19/2026 0:00,HP Carepack HWM,HP Compaq,NY4,NO,NO,Linux Server,"20230929 - mckays7 - CHG1260258
- built server
- update appboxen
- Change state to ""In Use""",9/16/2023 12:00,PAT,nwtrnpyapt11,10.225.33.198,nwtrnpyapt11r.corp.tdsecurities.com,9/10/2023 4:04,10.225.0.112,FALSE,ITS-EITO-Enterprise Environment Surveillance,TDSGI-UNIX,TDSGI-UNIX,,ProLiant DL380 Gen10 Plus,Linux Red Hat,Linux,New,8.1,https://ibom.tdbfg.com/website/HLOverview.aspx?ProjectID=35927,2M233202P9,8/2/2025 6:17,In use,Installed,,TRNPY,107,8235,40,2,3481.53,80,16,1031235
B04968,,NA,Maintech,NY4,YES,NO,Linux Server,"<VALIDATED::TDSGI::12/23/2019>
20220622 - mckays7 - decommissioned - CHG1002077
- Set state to in stock - Cool down
20220722 - mckays7 - 2nd CR cool down - CHG1002220
- Appended ""-retired"" to server name

20230216 - mckays7 - Changed state to ""In stock - wiped""
..[last_DAC:NYION]",12/22/2015 19:00,PAT PRD,nysnyionuatdbl01-RETIRED,10.225.33.59,nysnyionuatdbl01r.tdbfg.com,12/3/2013 0:00,10.225.12.30,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380p Gen8,Linux Red Hat,Linux,Active,6.1,"added as per Mathyvarththan Sivananthan, 2015-12-18.

nysusrsybilpat1 repurposed",2M233705S1,6/17/2022 19:28,In stock,In Stock,Wiped,,103,8895,8,2,7798.01,16,19,64386
B04969,,NA,Maintech,NY4,YES,NO,Linux Server,"ION Sybase UAT
<VALIDATED::TDSGI::12/23/2019>
20220622 - mckays7 - decommissioned - CHG1002077
- Set state to In stock - Cool down.
20220722 - mckays7 - 2nd CR cool down - CHG1002220
- Appended ""-retired"" to server name

20230216 - mckays7 - Changed state to ""In stock - wiped"".
..[last_DAC:NYION]",12/22/2015 19:00,PAT PRD,nysnyionuatdbl02_RETIRED,10.225.33.60,nysnyionuatdbl02r.tdbfg.com,12/3/2013 0:00,10.225.12.29,FALSE,TDUSA Helpdesk,TDSGI-UNIX,TDSGI-UNIX,"MON,TUE,WED,THU,FRI - 18:00-08:00 | SAT 00:00 - SUN 23:59",ProLiant DL380p Gen8,Linux Red Hat,Linux,Active,6.1,"added as per Mathyvarththan Sivananthan, 2015-12-18.

nysusrsybiluat1 repurposed - 04/21/2016 - Global FI e-trading project",2M233705S6,6/17/2022 19:28,In stock,In Stock,Wiped,,104,8895,8,2,6346.01,16,23,64386
